	Ток анода	Напряжение анода	Ток накала катода	Ток регулятора расхода	Ток магнитной системы	Ток накала катода	Температура НМ	Температура АП	Температура РР
10:25:42:919	0	0	0	0	0	0	0	0	0
10:25:43:13	0	0	0	0	0	0	0	0	0
10:25:43:135	0	0	0	0	0	0	0	0	0
10:25:43:249	0	0	0	0	0	0	0	0	0
10:25:43:351	0	0	0	0	0	0	0	0	0
10:25:43:458	0	0	0	0	0	0	0	0	0
10:25:43:580	0	0	0	0	0	0	0	0	0
10:25:43:676	0	0	0	0	0	0	0	0	0
10:25:43:785	0	0	0	0	0	0	0	0	0
10:25:43:904	0	0	0	0	0	0	0	0	0
10:25:44:17	0	0	0	0	0	0	0	0	0
10:25:44:118	0	0	0	0	0	0	0	0	0
10:25:44:218	0	0	0	0	0	0	0	0	0
10:25:44:332	0	0	0	0	0	0	0	0	0
10:25:44:441	0	0	0	0	0	0	0	0	0
10:25:44:543	0	0	0	0	0	0	0	0	0
10:25:44:657	0	0	0	0	0	0	0	0	0
10:25:44:780	0	0	0	0	0	0	0	0	0
10:25:44:879	0	0	0	0	0	0	0	0	0
10:25:44:989	0	0	0	0	0	0	0	0	0
10:25:45:112	0	0	0	0	0	0	0	0	0
10:25:45:201	0	0	0	0	0	0	0	0	0
10:25:45:315	0	0	0	0	0	0	0	0	0
10:25:45:440	0	0	0	0	0	0	0	0	0
10:25:45:548	0	0	0	0	0	0	0	0	0
10:25:45:638	0	0	0	0	0	0	0	0	0
10:25:45:758	0	0	0	0	0	0	0	0	0
10:25:45:864	0	0	0	0	0	0	0	0	0
10:25:45:975	0	0	0	0	0	0	0	0	0
10:25:46:100	0	0	0	0	0	0	0	0	0
10:25:46:209	0	0	0	0	0	0	0	0	0
10:25:46:295	0	0	0	0	0	0	0	0	0
10:25:46:420	0	0	0	0	0	0	0	0	0
10:25:46:518	0	0	0	0	0	0	0	0	0
10:25:46:633	0	0	0	0	0	0	0	0	0
10:25:46:741	0	0	0	0	0	0	0	0	0
10:25:46:852	0	0	0	0	0	0	0	0	0
10:25:46:946	0	0	0	0	0	0	0	0	0
10:25:47:59	0	0	0	0	0	0	0	0	0
10:25:47:165	0	0	0	0	0	0	0	0	0
10:25:47:292	0	0	0	0	0	0	0	0	0
10:25:47:404	0	0	0	0	0	0	0	0	0
10:25:47:495	0	0	0	0	0	0	0	0	0
10:25:47:617	0	0	0	0	0	0	0	0	0
10:25:47:715	0	0	0	0	0	0	0	0	0
10:25:47:839	0	0	0	0	0	0	0	0	0
10:25:47:931	0	0	0	0	0	0	0	0	0
10:25:48:44	0	0	0	0	0	0	0	0	0
10:25:48:166	0	0	0	0	0	0	0	0	0
10:25:49:368	0	0	0	0	0	0	0	0	0
10:25:49:482	0	0	0	0	0	0	0	0	0
10:25:50:29	0	0	0	0	0	0	0	0	0
10:25:50:148	0	0	0	0	0	0	0	0	0
10:25:50:677	0	0	0	0	0	0	0	0	0
10:25:50:792	0	0	0	0	0	0	0	0	0
10:25:50:890	0	0	0	0	0	0	0	0	0
10:25:51:344	0	0	0	0	0	0	0	0	0
10:25:51:440	0	0	0	0	0	0	0	0	0
10:25:51:559	0	0	0	0	0	0	0	0	0
10:25:51:653	0	0	0	0	0	0	0	0	0
10:25:52:209	0	0	0	0	0	0	0	0	0
10:25:52:315	0	0	0	0	0	0	0	0	0
10:25:52:417	0	0	0	0	0	0	0	0	0
10:25:52:537	0	0	0	0	0	0	0	0	0
10:25:52:994	0	0	0	0	0	0	0	0	0
10:25:53:90	0	0	0	0	0	0	0	0	0
10:25:53:208	0	0	0	0	0	0	0	0	0
10:25:53:288	0	0	0	0	0	0	0	0	0
10:25:53:421	0	0	0	0	0	0	0	0	0
10:25:53:962	0	0	0	0	0	0	0	0	0
10:25:54:76	0	0	0	0	0	0	0	0	0
10:25:54:179	0	0	0	0	0	0	0	0	0
10:25:54:287	0	0	0	0	0	0	0	0	0
10:25:54:411	0	0	0	0	0	0	0	0	0
10:25:54:526	0	0	0	0	0	0	0	0	0
10:25:54:613	0	0	0	0	0	0	0	0	0
10:25:54:742	0	0	0	0	0	0	0	0	0
10:25:54:849	0	0	0	0	0	0	0	0	0
10:25:54:934	0	0	0	0	0	0	0	0	0
10:26:0:563	0	0	0	0	0	0	0	0	0
10:26:0:676	0	0	0	0	0	0	0	0	0
10:26:0:789	0	0	0	0	0	0	0	0	0
10:26:0:902	0	0	0	0	0	0	0	0	0
10:26:1:4	0	0	0	0	0	0	0	0	0
10:26:1:102	0	0	0	0	0	0	0	0	0
10:26:1:219	0	0	0	0	0	0	0	0	0
10:26:1:339	0	0	0	0	0	0	0	0	0
10:26:1:438	0	0	0	0	0	0	0	0	0
10:26:1:538	0
